"","PointID","Round","n","count","percent_grazed"
"917","PAVA033_18","2",62,10,16.1290322580645
"918","PAVA034_16","2",67,18,26.865671641791
"919","PAVA035_16","2",21,6,28.5714285714286
"920","PAVA036_16","2",57,23,40.3508771929825
"921","PAVA036_17","2",73,10,13.6986301369863
"922","PAVA036_18","2",69,1,1.44927536231884
"923","PAVA037_16","2",60,45,75
"924","PAVA037_17","2",69,22,31.8840579710145
"925","PAVA037_18","2",73,0,0
"926","PAVA039_16","2",49,11,22.4489795918367
"927","PAVA039_17","2",65,14,21.5384615384615
"928","PAVA039_18","2",66,0,0
"929","PAVA041_16","2",43,14,32.5581395348837
"930","PAVA041_17","2",75,1,1.33333333333333
"931","PAVA041_18","2",59,0,0
"932","PAVA046_16","2",56,49,87.5
"933","PAVA046_17","2",54,8,14.8148148148148
"934","PAVA046_18","2",49,0,0
"935","PAVA047_16","2",66,27,40.9090909090909
"936","PAVA048_16","2",49,40,81.6326530612245
"937","PAVA048_17","2",47,13,27.6595744680851
"938","PAVA048_18","2",60,0,0
"939","PAVA049_16","2",49,11,22.4489795918367
"940","PAVA051_16","2",52,26,50
"941","PAVA052_16","2",54,38,70.3703703703704
"942","PAVA052_17","2",58,17,29.3103448275862
"943","PAVA052_18","2",57,6,10.5263157894737
"944","PAVA055_16","2",46,19,41.304347826087
"945","PAVA056_16","2",49,16,32.6530612244898
"946","PAVA057_16","2",37,8,21.6216216216216
"947","PAVA057_17","2",48,7,14.5833333333333
"948","PAVA057_18","2",46,10,21.7391304347826
"949","PAVA058_16","2",49,18,36.734693877551
"950","PAVA059_16","2",41,14,34.1463414634146
"951","PAVA060_16","2",70,44,62.8571428571429
"952","PAVA060_17","2",73,17,23.2876712328767
"953","PAVA060_18","2",72,4,5.55555555555556
"954","PAVA061_16","2",60,12,20
"955","PAVA061_17","2",59,12,20.3389830508475
"956","PAVA061_18","2",58,0,0
"957","PAVA063_16","2",68,30,44.1176470588235
"958","PAVA065_16","2",60,23,38.3333333333333
"959","PAVA065_17","2",57,1,1.75438596491228
"960","PAVA065_18","2",67,8,11.9402985074627
"961","PAVA066_16","2",66,27,40.9090909090909
"962","PAVA067_16","2",49,10,20.4081632653061
"963","PAVA067_17","2",74,11,14.8648648648649
"964","PAVA067_18","2",65,0,0
"965","PAVA068_16","2",57,32,56.140350877193
"966","PAVA068_17","2",42,3,7.14285714285714
"967","PAVA068_18","2",65,6,9.23076923076923
"968","PAVA069_16","2",58,16,27.5862068965517
"969","PAVA069_17","2",69,30,43.4782608695652
"970","PAVA069_18","2",51,2,3.92156862745098
"971","PAVA070_16","2",65,25,38.4615384615385
"972","PAVA071_16","2",71,31,43.6619718309859
"973","PAVA071_17","2",84,27,32.1428571428571
"974","PAVA071_18","2",67,0,0
"975","PAVA072_16","2",47,17,36.1702127659574
"976","PAVA072_18","2",70,0,0
"977","PAVA073_16","2",65,53,81.5384615384615
"978","PAVA073_17","2",81,19,23.4567901234568
"979","PAVA073_18","2",80,11,13.75
"980","PAVA074_16","2",69,16,23.1884057971014
"981","PAVA074_17","2",74,13,17.5675675675676
"982","PAVA074_18","2",83,0,0
"983","PAVA075_16","2",58,30,51.7241379310345
"984","PAVA075_17","2",76,49,64.4736842105263
"985","PAVA075_18","2",76,11,14.4736842105263
"986","PAVA077_16","2",60,23,38.3333333333333
"987","PAVA078_16","2",71,26,36.6197183098592
"988","PAVA079_16","2",73,9,12.3287671232877
"989","PAVA085_16","2",39,10,25.6410256410256
"990","PAVA086_16","2",61,8,13.1147540983607
"991","PAVA086_17","2",70,21,30
"992","PAVA088_16","2",66,14,21.2121212121212
"993","PAVA090_17","2",79,9,11.3924050632911
"994","PAVA090_18","2",85,0,0
"995","PAVA091_17","2",38,1,2.63157894736842
"996","PAVA091_18","2",84,0,0
"997","PAVA092_17","2",83,20,24.0963855421687
"998","PAVA092_18","2",87,1,1.14942528735632
"999","PAVA093_17","2",81,8,9.87654320987654
"1000","PAVA093_18","2",85,0,0
"1001","PAVA094_17","2",71,22,30.9859154929577
"1002","PAVA094_18","2",71,0,0
"1003","PAVA095_17","2",74,11,14.8648648648649
"1004","PAVA095_18","2",85,0,0
"1005","PAVA096_17","2",71,20,28.169014084507
"1006","PAVA096_18","2",78,0,0
"1007","PAVA097_17","2",87,11,12.6436781609195
"1008","PAVA097_18","2",87,0,0
"1009","PAVA098_17","2",46,0,0
"1010","PAVA098_18","2",81,0,0
"1011","PAVA099_18","2",58,5,8.62068965517241
"1012","PAVA100_17","2",53,3,5.66037735849057
"1013","PAVA100_18","2",83,3,3.6144578313253
"1014","PAVA109_18","2",72,1,1.38888888888889
"1015","PAVA110_17","2",62,3,4.83870967741935
"1016","PAVA110_18","2",59,0,0
"1017","PAVA111_17","2",70,5,7.14285714285714
"1018","PAVA111_18","2",57,0,0
"1019","PAVA112_17","2",74,6,8.10810810810811
"1020","PAVA112_18","2",79,2,2.53164556962025
"1021","PAVA113_17","2",67,0,0
"1022","PAVA113_18","2",65,0,0
"1023","PAVA114_17","2",81,7,8.64197530864197
"1024","PAVA114_18","2",78,2,2.56410256410256
"1025","PAVA115_17","2",81,2,2.46913580246914
"1026","PAVA115_18","2",58,0,0
"1027","PAVA116_17","2",82,5,6.09756097560976
"1028","PAVA116_18","2",84,2,2.38095238095238
"1029","PAVA117_17","2",80,0,0
"1030","PAVA118_18","2",60,13,21.6666666666667
"1031","PAVA121_17","2",76,10,13.1578947368421
"1032","PAVA123_17","2",80,0,0
"1033","PAVA129_17","2",62,1,1.61290322580645
"1034","PAVA129_18","2",61,0,0
"1035","PAVA130_17","2",80,1,1.25
"1036","PAVA130_18","2",63,5,7.93650793650794
"1037","PAVA131_17","2",71,0,0
"1038","PAVA131_18","2",62,8,12.9032258064516
"1039","PAVA132_17","2",66,3,4.54545454545455
"1040","PAVA132_18","2",73,7,9.58904109589041
"1041","PAVA133_17","2",58,2,3.44827586206897
"1042","PAVA133_18","2",58,14,24.1379310344828
"1043","PAVA134_17","2",58,0,0
"1044","PAVA134_18","2",58,5,8.62068965517241
"1045","PAVA135_17","2",58,0,0
"1046","PAVA135_18","2",63,4,6.34920634920635
"1047","PAVA136_17","2",58,0,0
"1048","PAVA136_18","2",67,3,4.47761194029851
"1049","PAVA137_17","2",58,0,0
"1050","PAVA137_18","2",58,3,5.17241379310345
"1051","PAVA138_17","2",87,9,10.3448275862069
"1052","PAVA138_18","2",68,1,1.47058823529412
"1053","PAVA139_17","2",63,1,1.58730158730159
"1054","PAVA143_17","2",59,8,13.5593220338983
"1055","PAVA146_17","2",60,1,1.66666666666667
"1056","PAVA149_17","2",66,5,7.57575757575758
"1057","PAVA149_18","2",63,14,22.2222222222222
"1058","PAVA150_17","2",62,3,4.83870967741935
"1059","PAVA150_18","2",60,25,41.6666666666667
"1060","PAVA151_17","2",80,4,5
"1061","PAVA151_18","2",86,0,0
"1062","PAVA152_17","2",79,1,1.26582278481013
"1063","PAVA152_18","2",65,21,32.3076923076923
"1064","PAVA153_17","2",58,5,8.62068965517241
"1065","PAVA153_18","2",60,13,21.6666666666667
"1066","PAVA154_17","2",68,7,10.2941176470588
"1067","PAVA154_18","2",69,32,46.3768115942029
"1068","PAVA155_17","2",81,3,3.7037037037037
"1069","PAVA155_18","2",80,23,28.75
"1070","PAVA156_17","2",67,11,16.4179104477612
"1071","PAVA156_18","2",62,14,22.5806451612903
"1072","PAVA157_17","2",80,0,0
"1073","PAVA157_18","2",64,16,25
"1074","PAVA158_17","2",72,0,0
"1075","PAVA158_18","2",67,0,0
"1076","PAVA159_17","2",60,0,0
"1077","PAVA159_18","2",73,0,0
"1078","PAVA169_17","2",78,9,11.5384615384615
"1079","PAVA169_18","2",72,20,27.7777777777778
"1080","PAVA170_17","2",65,3,4.61538461538461
"1081","PAVA170_18","2",66,12,18.1818181818182
"1082","PAVA171_17","2",51,0,0
"1083","PAVA171_18","2",57,21,36.8421052631579
"1084","PAVA172_17","2",58,5,8.62068965517241
"1085","PAVA172_18","2",58,30,51.7241379310345
"1086","PAVA173_17","2",40,0,0
"1087","PAVA173_18","2",53,6,11.3207547169811
"1088","PAVA174_17","2",44,1,2.27272727272727
"1089","PAVA174_18","2",63,19,30.1587301587302
"1090","PAVA175_17","2",56,10,17.8571428571429
"1091","PAVA175_18","2",59,16,27.1186440677966
"1092","PAVA176_17","2",66,3,4.54545454545455
"1093","PAVA176_18","2",68,5,7.35294117647059
"1094","PAVA177_17","2",58,1,1.72413793103448
"1095","PAVA177_18","2",69,18,26.0869565217391
"1096","PAVA178_17","2",57,6,10.5263157894737
"1097","PAVA178_18","2",58,13,22.4137931034483
"1098","PAVA179_17","2",47,0,0
"1099","PAVA179_18","2",51,6,11.7647058823529
"1100","PAVA189_17","2",42,4,9.52380952380952
"1101","PAVA189_18","2",87,0,0
"1102","SHCR000_15","2",56,35,62.5
"1103","SHCR001_15","2",42,32,76.1904761904762
"1104","SHCR001_16","2",34,0,0
"1105","SHCR002_15","2",49,1,2.04081632653061
"1106","SHCR002_16","2",49,5,10.2040816326531
"1107","SHCR003_15","2",55,34,61.8181818181818
"1108","SHCR004_15","2",35,26,74.2857142857143
"1109","SHCR004_16","2",26,9,34.6153846153846
"1110","SHCR005_15","2",53,6,11.3207547169811
"1111","SHCR005_16","2",54,4,7.40740740740741
"1112","SHCR006_15","2",62,1,1.61290322580645
"1113","SHCR006_17","2",42,3,7.14285714285714
"1114","SHCR006_18","2",54,6,11.1111111111111
"1115","SHCR007_15","2",75,43,57.3333333333333
"1116","SHCR007_16","2",81,31,38.2716049382716
"1117","SHCR008_15","2",36,21,58.3333333333333
"1118","SHCR008_16","2",30,16,53.3333333333333
"1119","SHCR009_15","2",56,26,46.4285714285714
"1120","SHCR010_15","2",44,39,88.6363636363636
"1121","SHCR011_15","2",53,37,69.811320754717
"1122","SHCR012_15","2",52,33,63.4615384615385
"1123","SHCR013_15","2",11,0,0
"1124","SHCR013_16","2",15,9,60
"1125","SHCR014_15","2",38,14,36.8421052631579
"1126","SHCR015_15","2",55,37,67.2727272727273
"1127","SHCR015_16","2",65,25,38.4615384615385
"1128","SHCR016_15","2",59,6,10.1694915254237
"1129","SHCR016_16","2",61,11,18.0327868852459
"1130","SHCR017_15","2",56,24,42.8571428571429
"1131","SHCR017_16","2",55,18,32.7272727272727
"1132","SHCR018_15","2",44,0,0
"1133","SHCR018_16","2",57,19,33.3333333333333
"1134","SHCR019_15","2",33,5,15.1515151515152
"1135","SHCR019_16","2",38,12,31.5789473684211
"1136","SHCR020_15","2",55,45,81.8181818181818
"1137","SHCR020_16","2",74,19,25.6756756756757
"1138","SHCR021_17","2",71,7,9.85915492957746
"1139","SHCR021_18","2",79,2,2.53164556962025
"1140","SHCR023_17","2",47,1,2.12765957446809
"1141","SHCR023_18","2",63,2,3.17460317460317
"1142","SHCR024_17","2",72,2,2.77777777777778
"1143","SHCR024_18","2",73,1,1.36986301369863
"1144","SHCR025_15","2",66,31,46.969696969697
"1145","SHCR025_16","2",75,12,16
"1146","SHCR026_15","2",52,45,86.5384615384615
"1147","SHCR026_16","2",62,2,3.2258064516129
"1148","SHCR026_18","2",64,0,0
"1149","SHCR027_15","2",24,22,91.6666666666667
"1150","SHCR028_15","2",52,7,13.4615384615385
"1151","SHCR028_16","2",46,1,2.17391304347826
"1152","SHCR029_15","2",49,31,63.265306122449
"1153","SHCR030_15","2",71,10,14.0845070422535
"1154","SHCR031_15","2",57,2,3.50877192982456
"1155","SHCR032_15","2",73,5,6.84931506849315
"1156","SHCR033_15","2",27,16,59.2592592592593
"1157","SHCR034_15","2",55,51,92.7272727272727
"1158","SHCR035_15","2",81,0,0
"1159","SHCR036_15","2",60,8,13.3333333333333
"1160","SHCR037_15","2",60,12,20
"1161","SHCR037_16","2",53,3,5.66037735849057
"1162","SHCR038_15","2",47,43,91.4893617021277
"1163","SHCR039_15","2",43,8,18.6046511627907
"1164","SHCR039_16","2",67,13,19.4029850746269
"1165","SHCR041_15","2",75,68,90.6666666666667
"1166","SHCR041_16","2",84,23,27.3809523809524
"1167","SHCR042_15","2",38,1,2.63157894736842
"1168","SHCR043_15","2",59,48,81.3559322033898
"1169","SHCR044_15","2",63,0,0
"1170","SHCR046_17","2",65,0,0
"1171","SHCR046_18","2",73,0,0
"1172","SHCR048_15","2",39,33,84.6153846153846
"1173","SHCR050_15","2",44,9,20.4545454545455
"1174","SHCR051_15","2",61,24,39.344262295082
"1175","SHCR052_15","2",64,8,12.5
"1176","SHCR052_16","2",64,4,6.25
"1177","SHCR053_15","2",62,6,9.67741935483871
"1178","SHCR054_15","2",32,3,9.375
"1179","SHCR054_16","2",37,3,8.10810810810811
"1180","SHCR055_15","2",66,21,31.8181818181818
"1181","SHCR056_15","2",67,24,35.8208955223881
"1182","SHCR057_15","2",57,0,0
"1183","SHCR058_15","2",49,9,18.3673469387755
"1184","SHCR058_16","2",70,2,2.85714285714286
"1185","SHCR059_15","2",53,5,9.43396226415094
"1186","SHCR060_15","2",54,7,12.962962962963
"1187","SHCR061_15","2",58,16,27.5862068965517
"1188","SHCR061_16","2",59,8,13.5593220338983
"1189","SHCR062_15","2",55,24,43.6363636363636
"1190","SHCR062_16","2",55,10,18.1818181818182
"1191","SHCR063_15","2",59,5,8.47457627118644
"1192","SHCR064_15","2",68,31,45.5882352941176
"1193","SHCR065_15","2",52,7,13.4615384615385
"1194","SHCR065_16","2",59,14,23.728813559322
"1195","SHCR066_15","2",57,34,59.6491228070175
"1196","SHCR067_15","2",54,20,37.037037037037
"1197","SHCR067_16","2",54,16,29.6296296296296
"1198","SHCR068_15","2",76,72,94.7368421052632
"1199","SHCR068_16","2",73,19,26.027397260274
"1200","SHCR069_15","2",60,24,40
"1201","SHCR069_16","2",59,17,28.8135593220339
"1202","SHCR070_15","2",58,40,68.9655172413793
"1203","SHCR071_16","2",48,8,16.6666666666667
"1204","SHCR072_17","2",50,3,6
"1205","SHCR074_16","2",66,14,21.2121212121212
"1206","SHCR076_16","2",78,35,44.8717948717949
"1207","SHCR078_16","2",68,4,5.88235294117647
"1208","SHCR080_16","2",52,9,17.3076923076923
"1209","SHCR082_16","2",43,6,13.953488372093
"1210","SHCR083_17","2",72,1,1.38888888888889
"1211","SHCR083_18","2",70,0,0
"1212","SHCR084_16","2",43,8,18.6046511627907
"1213","SHCR086_16","2",67,26,38.8059701492537
"1214","SHCR088_16","2",70,11,15.7142857142857
"1215","SHCR090_16","2",70,11,15.7142857142857
"1216","SHCR092_16","2",70,1,1.42857142857143
"1217","SHCR094_16","2",80,2,2.5
"1218","SHCR096_16","2",67,13,19.4029850746269
"1219","SHCR098_16","2",62,27,43.5483870967742
"1220","SHCR100_16","2",81,36,44.4444444444444
"1221","SHCR106_16","2",53,19,35.8490566037736
"1222","SHCR107_17","2",73,2,2.73972602739726
"1223","SHCR108_17","2",40,0,0
"1224","SHCR109_17","2",32,0,0
"1225","SHCR110_16","2",78,26,33.3333333333333
"1226","SHCR111_17","2",55,0,0
"1227","SHCR112_16","2",61,1,1.63934426229508
"1228","SHCR113_17","2",58,0,0
"1229","SHCR114_16","2",53,20,37.7358490566038
"1230","SHCR115_17","2",57,4,7.01754385964912
"1231","SHCR116_16","2",61,18,29.5081967213115
"1232","SHCR117_17","2",53,0,0
"1233","SHCR118_16","2",53,16,30.188679245283
"1234","SHCR119_17","2",54,2,3.7037037037037
"1235","SHCR120_16","2",80,5,6.25
"1236","SHCR121_17","2",52,0,0
"1237","SHCR122_16","2",81,6,7.40740740740741
"1238","SHCR123_17","2",57,1,1.75438596491228
"1239","SHCR124_16","2",69,16,23.1884057971014
"1240","SHCR125_17","2",64,0,0
"1241","SHCR126_16","2",60,10,16.6666666666667
"1242","SHCR127_17","2",68,0,0
"1243","SHCR128_17","2",47,0,0
"1244","SHCR129_17","2",69,2,2.89855072463768
"1245","SHCR130_17","2",71,0,0
"1246","SHCR131_17","2",30,0,0
"1247","SHCR132_17","2",42,0,0
"1248","SHCR133_17","2",37,3,8.10810810810811
"1249","SHCR134_16","2",60,17,28.3333333333333
"1250","SHCR134_17","2",43,0,0
"1251","SHCR134_18","2",59,2,3.38983050847458
"1252","SHCR136_16","2",62,24,38.7096774193548
"1253","SHCR136_17","2",59,0,0
"1254","SHCR136_18","2",68,1,1.47058823529412
"1255","SHCR138_16","2",42,6,14.2857142857143
"1256","SHCR138_17","2",56,1,1.78571428571429
"1257","SHCR138_18","2",55,1,1.81818181818182
"1258","SHCR139_17","2",40,1,2.5
"1259","SHCR139_18","2",44,1,2.27272727272727
"1260","SHCR140_16","2",58,7,12.0689655172414
"1261","SHCR140_17","2",51,1,1.96078431372549
"1262","SHCR140_18","2",46,5,10.8695652173913
"1263","SHCR142_16","2",59,7,11.864406779661
"1264","SHCR143_17","2",56,4,7.14285714285714
"1265","SHCR144_16","2",77,13,16.8831168831169
"1266","SHCR144_18","2",66,2,3.03030303030303
"1267","SHCR146_16","2",62,29,46.7741935483871
"1268","SHCR146_18","2",66,0,0
"1269","SHCR147_17","2",52,2,3.84615384615385
"1270","SHCR147_18","2",59,1,1.69491525423729
"1271","SHCR149_17","2",38,1,2.63157894736842
"1272","SHCR149_18","2",41,1,2.4390243902439
"1273","SHCR150_17","2",55,0,0
"1274","SHCR151_17","2",50,0,0
"1275","SHCR151_18","2",41,2,4.8780487804878
"1276","SHCR153_17","2",58,0,0
"1277","SHCR153_18","2",75,3,4
"1278","SHCR154_17","2",60,3,5
"1279","SHCR154_18","2",61,0,0
"1280","SHCR158_17","2",55,0,0
"1281","SHCR158_18","2",59,0,0
"1282","SHCR159_17","2",56,14,25
"1283","SHCR159_18","2",58,11,18.9655172413793
"1284","SHCR163_17","2",49,2,4.08163265306122
"1285","SHCR163_18","2",55,0,0
"1286","SHCR164_17","2",57,1,1.75438596491228
"1287","SHCR164_18","2",57,1,1.75438596491228
"1288","SHCR167_17","2",56,2,3.57142857142857
"1289","SHCR167_18","2",56,16,28.5714285714286
"1290","SHCR168_17","2",40,0,0
"1291","SHCR168_18","2",46,6,13.0434782608696
"1292","SHCR169_17","2",50,1,2
"1293","SHCR169_18","2",56,1,1.78571428571429
"1294","SHCR170_17","2",59,1,1.69491525423729
"1295","SHCR170_18","2",56,0,0
"1296","SHCR171_17","2",56,2,3.57142857142857
"1297","SHCR171_18","2",60,2,3.33333333333333
"1298","SHCR172_17","2",63,1,1.58730158730159
"1299","SHCR172_18","2",77,1,1.2987012987013
"1300","SHCR173_17","2",39,1,2.56410256410256
"1301","SHCR174_17","2",58,1,1.72413793103448
"1302","SHCR174_18","2",57,0,0
"1303","SHCR175_17","2",51,0,0
"1304","SHCR175_18","2",59,1,1.69491525423729
"1305","SHCR178_17","2",54,0,0
"1306","SHCR178_18","2",57,1,1.75438596491228
"1307","SHCR179_17","2",32,4,12.5
"1308","SHCR179_18","2",36,9,25
"1309","SHCR180_17","2",39,1,2.56410256410256
"1310","SHCR180_18","2",39,1,2.56410256410256
"1311","SHCR181_17","2",33,0,0
"1312","SHCR181_18","2",39,4,10.2564102564103
"1313","SHCR182_17","2",57,0,0
"1314","SHCR182_18","2",62,4,6.45161290322581
"1315","SHCR183_17","2",48,0,0
"1316","SHCR183_18","2",47,0,0
"1317","SHCR184_17","2",58,0,0
"1318","SHCR184_18","2",58,0,0
"1319","SHCR185_17","2",56,2,3.57142857142857
"1320","SHCR185_18","2",53,0,0
"1321","SHCR186_17","2",54,0,0
"1322","SHCR186_18","2",64,1,1.5625
"1323","SHCR187_18","2",27,0,0
"1324","SHCR188_17","2",47,1,2.12765957446809
"1325","SHCR188_18","2",71,0,0
"1326","SHCR189_17","2",59,1,1.69491525423729
"1327","SHCR189_18","2",54,0,0
"1328","SHCR190_17","2",54,0,0
"1329","SHCR190_18","2",61,0,0
"1330","SHCR191_17","2",65,0,0
"1331","SHCR191_18","2",74,1,1.35135135135135
"1332","SHCR192_17","2",68,2,2.94117647058824
"1333","SHCR192_18","2",74,0,0
"1334","SHCR193_17","2",54,1,1.85185185185185
"1335","SHCR193_18","2",81,0,0
"1336","SHCR194_17","2",51,1,1.96078431372549
"1337","SHCR194_18","2",54,0,0
"1338","SHCR195_17","2",51,4,7.84313725490196
"1339","SHCR195_18","2",59,0,0
"1340","SHCR196_17","2",48,3,6.25
"1341","SHCR196_18","2",59,0,0
"1342","SHCR197_17","2",71,0,0
"1343","SHCR197_18","2",82,0,0
"1344","SHCR198_17","2",66,1,1.51515151515152
"1345","SHCR198_18","2",69,0,0
"1346","SHCR199_17","2",49,0,0
"1347","SHCR199_18","2",61,0,0
"1348","SHCR200_17","2",82,0,0
"1349","SHCR200_18","2",86,0,0
"1350","SHCR201_17","2",36,1,2.77777777777778
"1351","SHCR201_18","2",34,0,0
"1352","SHCR202_17","2",53,2,3.77358490566038
"1353","SHCR202_18","2",70,0,0
"1354","SHCR203_17","2",63,0,0
"1355","SHCR203_18","2",81,0,0
"1356","SHCR204_17","2",59,2,3.38983050847458
"1357","SHCR204_18","2",51,1,1.96078431372549
"1358","SHCR205_17","2",51,2,3.92156862745098
"1359","SHCR205_18","2",64,2,3.125
"1360","SHCR206_17","2",60,1,1.66666666666667
"1361","SHCR206_18","2",71,12,16.9014084507042
"1362","SHCR207_17","2",44,1,2.27272727272727
"1363","SHCR207_18","2",52,5,9.61538461538461
